"Series";"Time";"Value"
"Solar Irradiance";"2022-02-17T22:25:00+03:00";0.016666666915019834
"Solar Irradiance";"2022-02-17T22:30:00+03:00";0.025000000372529974
"Solar Irradiance";"2022-02-17T22:35:00+03:00";0.025333333710830307
"Solar Irradiance";"2022-02-17T22:40:00+03:00";0.031000000461937183
"Solar Irradiance";"2022-02-17T22:45:00+03:00";0.02633333375056681
"Solar Irradiance";"2022-02-17T22:50:00+03:00";0.02600000038743121
"Solar Irradiance";"2022-02-17T22:55:00+03:00";0.024333333695929174
"Solar Irradiance";"2022-02-17T23:00:00+03:00";0.019333333621423202
"Solar Irradiance";"2022-02-17T23:05:00+03:00";0.0156666669001188
"Solar Irradiance";"2022-02-17T23:10:00+03:00";0.0170000002533204
"Solar Irradiance";"2022-02-17T23:15:00+03:00";0.018333333606521972
"Solar Irradiance";"2022-02-17T23:20:00+03:00";0.02644632807769768
"Solar Irradiance";"2022-02-17T23:25:00+03:00";0.021333333676060807
"Solar Irradiance";"2022-02-17T23:30:00+03:00";0.0126666668554152
"Solar Irradiance";"2022-02-17T23:35:00+03:00";0.01666666691502
"Solar Irradiance";"2022-02-17T23:40:00+03:00";0.0170000002533204
"Solar Irradiance";"2022-02-17T23:45:00+03:00";0.021000000312925208
"Solar Irradiance";"2022-02-17T23:50:00+03:00";0.015333333561818402
"Solar Irradiance";"2022-02-17T23:55:00+03:00";0.019000000283122803
"Solar Irradiance";"2022-02-18T00:00:00+03:00";0.017333333591620804
"Solar Irradiance";"2022-02-18T00:05:00+03:00";0.015706214923306983
"Solar Irradiance";"2022-02-18T00:10:00+03:00";0.02633333372573151
"Solar Irradiance";"2022-02-18T00:15:00+03:00";0.021666666989526
"Solar Irradiance";"2022-02-18T00:20:00+03:00";0.01833333360652197
"Solar Irradiance";"2022-02-18T00:25:00+03:00";0.022000000327826372
"Solar Irradiance";"2022-02-18T00:30:00+03:00";0.020706214997812954
"Solar Irradiance";"2022-02-18T00:35:00+03:00";0.02500000037252991
"Solar Irradiance";"2022-02-18T00:40:00+03:00";0.024333333695929205
"Solar Irradiance";"2022-02-18T00:45:00+03:00";0.022666667004427106
"Solar Irradiance";"2022-02-18T00:50:00+03:00";0.026000000387431076
"Solar Irradiance";"2022-02-18T00:55:00+03:00";0.023000000342727606
"Solar Irradiance";"2022-02-18T01:00:00+03:00";0.0233954805746094
"Solar Irradiance";"2022-02-18T01:05:00+03:00";0.018333333606522003
"Solar Irradiance";"2022-02-18T01:10:00+03:00";0.0123333335171148
"Solar Irradiance";"2022-02-18T01:15:00+03:00";0.020333333636324342
"Solar Irradiance";"2022-02-18T01:20:00+03:00";0.025333333710830307
"Solar Irradiance";"2022-02-18T01:25:00+03:00";0.018406779935300023
"Solar Irradiance";"2022-02-18T01:30:00+03:00";0.0176666669299212
"Solar Irradiance";"2022-02-18T01:35:00+03:00";0.018333333606522
"Solar Irradiance";"2022-02-18T01:40:00+03:00";0.022333333666126706
"Solar Irradiance";"2022-02-18T01:45:00+03:00";0.028000000417233578
"Solar Irradiance";"2022-02-18T01:50:00+03:00";0.02666666706403188
"Solar Irradiance";"2022-02-18T01:55:00+03:00";0.01866666694482237
"Solar Irradiance";"2022-02-18T02:00:00+03:00";0.013406779860794055
"Solar Irradiance";"2022-02-18T02:05:00+03:00";0.0176666669299212
"Solar Irradiance";"2022-02-18T02:10:00+03:00";0.016333333576719566
"Solar Irradiance";"2022-02-18T02:15:00+03:00";0.02033333363632437
"Solar Irradiance";"2022-02-18T02:20:00+03:00";0.027333333740632747
"Solar Irradiance";"2022-02-18T02:25:00+03:00";0.04200000065068552
"Solar Irradiance";"2022-02-18T02:30:00+03:00";0.11402299035383508
"Solar Irradiance";"2022-02-18T02:35:00+03:00";0.35933333925902733
"Solar Irradiance";"2022-02-18T02:40:00+03:00";0.8913333384195983
"Solar Irradiance";"2022-02-18T02:45:00+03:00";1.9059999914964023
"Solar Irradiance";"2022-02-18T02:50:00+03:00";3.023999999364217
"Solar Irradiance";"2022-02-18T02:55:00+03:00";4.213333303928371
"Solar Irradiance";"2022-02-18T03:00:00+03:00";6.29566666762034
"Solar Irradiance";"2022-02-18T03:05:00+03:00";9.282666680018107
"Solar Irradiance";"2022-02-18T03:10:00+03:00";12.06333334922792
"Solar Irradiance";"2022-02-18T03:15:00+03:00";15.968333317438772
"Solar Irradiance";"2022-02-18T03:20:00+03:00";21.14871751429671
"Solar Irradiance";"2022-02-18T03:25:00+03:00";27.78766665776571
"Solar Irradiance";"2022-02-18T03:30:00+03:00";36.40166666030884
"Solar Irradiance";"2022-02-18T03:35:00+03:00";44.76733325958252
