"Series";"Time";"Value"
"Solar Irradiance";"2022-02-05T05:42:40+03:00";232.880001068116
"Solar Irradiance";"2022-02-05T05:43:00+03:00";229.74999923706
"Solar Irradiance";"2022-02-05T05:43:20+03:00";225.12500152588
"Solar Irradiance";"2022-02-05T05:43:40+03:00";220.28500061035197
"Solar Irradiance";"2022-02-05T05:44:00+03:00";215.40500106811606
"Solar Irradiance";"2022-02-05T05:44:20+03:00";210.275
"Solar Irradiance";"2022-02-05T05:44:40+03:00";204.629998779296
"Solar Irradiance";"2022-02-05T05:45:00+03:00";198.55499954223598
"Solar Irradiance";"2022-02-05T05:45:20+03:00";192.859999847412
"Solar Irradiance";"2022-02-05T05:45:40+03:00";188.340000915528
"Solar Irradiance";"2022-02-05T05:46:00+03:00";185.080000305176
"Solar Irradiance";"2022-02-05T05:46:20+03:00";181.765000915528
"Solar Irradiance";"2022-02-05T05:46:40+03:00";179.07499923706
"Solar Irradiance";"2022-02-05T05:47:00+03:00";177.89500045776398
"Solar Irradiance";"2022-02-05T05:47:20+03:00";176.97999954223602
"Solar Irradiance";"2022-02-05T05:47:40+03:00";176.130000305176
"Solar Irradiance";"2022-02-05T05:48:00+03:00";176.25
"Solar Irradiance";"2022-02-05T05:48:20+03:00";176.74500122070404
"Solar Irradiance";"2022-02-05T05:48:40+03:00";175.809999847412
"Solar Irradiance";"2022-02-05T05:49:00+03:00";173.694999694824
"Solar Irradiance";"2022-02-05T05:49:20+03:00";170.540000152588
"Solar Irradiance";"2022-02-05T05:49:40+03:00";167.55000152588002
"Solar Irradiance";"2022-02-05T05:50:00+03:00";166.25999832153198
"Solar Irradiance";"2022-02-05T05:50:20+03:00";168.42000122070402
"Solar Irradiance";"2022-02-05T05:50:40+03:00";174.894998168944
"Solar Irradiance";"2022-02-05T05:51:00+03:00";189.17499923705998
"Solar Irradiance";"2022-02-05T05:51:20+03:00";192.079999542236
"Solar Irradiance";"2022-02-05T05:51:40+03:00";194.129998779296
"Solar Irradiance";"2022-02-05T05:52:00+03:00";196.170001220704
"Solar Irradiance";"2022-02-05T05:52:20+03:00";196.854997253416
"Solar Irradiance";"2022-02-05T05:52:40+03:00";196.87999801635596
"Solar Irradiance";"2022-02-05T05:53:00+03:00";196.28500061035197
"Solar Irradiance";"2022-02-05T05:53:20+03:00";196.14500198364402
"Solar Irradiance";"2022-02-05T05:53:40+03:00";197.03500061035203
"Solar Irradiance";"2022-02-05T05:54:00+03:00";199.79999999999998
"Solar Irradiance";"2022-02-05T05:54:20+03:00";204.715000152588
"Solar Irradiance";"2022-02-05T05:54:40+03:00";213.295000457764
"Solar Irradiance";"2022-02-05T05:55:00+03:00";242.14000091552754
"Solar Irradiance";"2022-02-05T05:55:20+03:00";304.34500122070455
"Solar Irradiance";"2022-02-05T05:55:40+03:00";284.56999969482405
"Solar Irradiance";"2022-02-05T05:56:00+03:00";278.5000015258795
"Solar Irradiance";"2022-02-05T05:56:20+03:00";291.41999969482504
"Solar Irradiance";"2022-02-05T05:56:40+03:00";257.09999847411996
"Solar Irradiance";"2022-02-05T05:57:00+03:00";259.52499999999947
"Solar Irradiance";"2022-02-05T05:57:20+03:00";268.955000305176
"Solar Irradiance";"2022-02-05T05:57:40+03:00";298.9150024414065
"Solar Irradiance";"2022-02-05T05:58:00+03:00";319.79473876953097
"Solar Irradiance";"2022-02-05T05:58:20+03:00";336.12500000000006
"Solar Irradiance";"2022-02-05T05:58:40+03:00";431.4150024414065
"Solar Irradiance";"2022-02-05T05:59:00+03:00";408.5200027465825
"Solar Irradiance";"2022-02-05T05:59:20+03:00";441.40999908447304
"Solar Irradiance";"2022-02-05T05:59:40+03:00";422.8199996948245
"Solar Irradiance";"2022-02-05T06:00:00+03:00";443.46499938964854
"Solar Irradiance";"2022-02-05T06:00:20+03:00";456.10500030517613
