"Series";"Time";"Value"
"Solar Irradiance";"2022-02-12T22:31:00+03:00";0.011666666840514001
"Solar Irradiance";"2022-02-12T22:32:00+03:00";0.011666666840513835
"Solar Irradiance";"2022-02-12T22:33:00+03:00";0.011666666840514001
"Solar Irradiance";"2022-02-12T22:34:00+03:00";0.006666666766008
"Solar Irradiance";"2022-02-12T22:35:00+03:00";0.010000000149011834
"Solar Irradiance";"2022-02-12T22:36:00+03:00";0.001666666691502
"Solar Irradiance";"2022-02-12T22:37:00+03:00";0.00833333345751
"Solar Irradiance";"2022-02-12T22:38:00+03:00";0.010000000149012
"Solar Irradiance";"2022-02-12T22:39:00+03:00";0.018333333606522
"Solar Irradiance";"2022-02-12T22:40:00+03:00";0.00833333345751
"Solar Irradiance";"2022-02-12T22:41:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T22:42:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T22:43:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T22:44:00+03:00";0.001666666691502
"Solar Irradiance";"2022-02-12T22:45:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T22:46:00+03:00";0.010000000149012
"Solar Irradiance";"2022-02-12T22:47:00+03:00";0.0066666667660078335
"Solar Irradiance";"2022-02-12T22:48:00+03:00";0.006666666766008
"Solar Irradiance";"2022-02-12T22:49:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T22:50:00+03:00";0.00833333345751
"Solar Irradiance";"2022-02-12T22:51:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T22:52:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T22:53:00+03:00";0.001666666691502
"Solar Irradiance";"2022-02-12T22:54:00+03:00";0
"Solar Irradiance";"2022-02-12T22:55:00+03:00";0.001666666691502
"Solar Irradiance";"2022-02-12T22:56:00+03:00";0.001666666691502
"Solar Irradiance";"2022-02-12T22:57:00+03:00";0
"Solar Irradiance";"2022-02-12T22:58:00+03:00";0.005084745838480678
"Solar Irradiance";"2022-02-12T22:59:00+03:00";0.001666666691502
"Solar Irradiance";"2022-02-12T23:00:00+03:00";0
"Solar Irradiance";"2022-02-12T23:01:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T23:02:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T23:03:00+03:00";0.015000000223518
"Solar Irradiance";"2022-02-12T23:04:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T23:05:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T23:06:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T23:07:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T23:08:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T23:09:00+03:00";0.001666666691502
"Solar Irradiance";"2022-02-12T23:10:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T23:11:00+03:00";0
"Solar Irradiance";"2022-02-12T23:12:00+03:00";0
"Solar Irradiance";"2022-02-12T23:13:00+03:00";0.010000000149012
"Solar Irradiance";"2022-02-12T23:14:00+03:00";0.00833333345751
"Solar Irradiance";"2022-02-12T23:15:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T23:16:00+03:00";0.011666666840514001
"Solar Irradiance";"2022-02-12T23:17:00+03:00";0
"Solar Irradiance";"2022-02-12T23:18:00+03:00";0.010000000149012
"Solar Irradiance";"2022-02-12T23:19:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T23:20:00+03:00";0.013333333532015833
"Solar Irradiance";"2022-02-12T23:21:00+03:00";0.001666666691502
"Solar Irradiance";"2022-02-12T23:22:00+03:00";0.006666666766008
"Solar Irradiance";"2022-02-12T23:23:00+03:00";0.00833333345751
"Solar Irradiance";"2022-02-12T23:24:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T23:25:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T23:26:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T23:27:00+03:00";0
"Solar Irradiance";"2022-02-12T23:28:00+03:00";0.001666666691502
"Solar Irradiance";"2022-02-12T23:29:00+03:00";0.0066666667660078335
"Solar Irradiance";"2022-02-12T23:30:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T23:31:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T23:32:00+03:00";0.010000000149011834
"Solar Irradiance";"2022-02-12T23:33:00+03:00";0.010000000149012
"Solar Irradiance";"2022-02-12T23:34:00+03:00";0.005000000074506
"Solar Irradiance";"2022-02-12T23:35:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T23:36:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T23:37:00+03:00";0.010000000149012
"Solar Irradiance";"2022-02-12T23:38:00+03:00";0.010000000149012
"Solar Irradiance";"2022-02-12T23:39:00+03:00";0.003333333383004
"Solar Irradiance";"2022-02-12T23:40:00+03:00";0.001666666691502
